Pokemon Sapphire,pokemon sapphire,GBA,GBA,2002,RPG,Game Freak,,Pokemon,pokemon.sapphire|sapphire
Pokemon FireRed,pokemon firered,GBA,GBA,2004,RPG,Game Freak,Pokemon FR|Poke Fire,Pokemon,pokemon.firered|firered|poke.fire
Pokemon LeafGreen,pokemon leafgreen,GBA,GBA,2004,RPG,Game Freak,Pokemon LG|Poke Leaf,Pokemon,pokemon.leafgreen|leafgreen|poke.leaf
Pokemon Crystal,pokemon crystal,GBC,GBC,2000,RPG,Game Freak,,Pokemon,pokemon.crystal|crystal
Pokemon Gold,pokemon gold,GBC,GBC,1999,RPG,Game Freak,,Pokemon,pokemon.gold|gold
Pokemon Silver,pokemon silver,GBC,GBC,1999,RPG,Game Freak,,Pokemon,pokemon.silver|silver
Pokemon Yellow,pokemon yellow,GBC,GBC,1998,RPG,Game Freak,,Pokemon,pokemon.yellow|yellow
Pokemon Blue,pokemon blue,GB,GB,1996,RPG,Game Freak,,Pokemon,pokemon.blue|blue
Pokemon Red,pokemon red,GB,GB,1996,RPG,Game Freak,,Pokemon,pokemon.red|red
Pokemon Platinum,pokemon platinum,DS,DS,2008,RPG,Game Freak,,Pokemon,pokemon.platinum|platinum
Pokemon Diamond,pokemon diamond,DS,DS,2006,RPG,Game Freak,,Pokemon,pokemon.diamond|diamond
Pokemon Pearl,pokemon pearl,DS,DS,2006,RPG,Game Freak,,Pokemon,pokemon.pearl|pearl
Pokemon Black,pokemon black,DS,DS,2010,RPG,Game Freak,,Pokemon,pokemon.black|black
Pokemon White,pokemon white,DS,DS,2010,RPG,Game Freak,,Pokemon,pokemon.white|white
Pokemon Black 2,pokemon black 2,DS,DS,2012,RPG,Game Freak,,Pokemon,pokemon.black.2|black.2
Pokemon White 2,pokemon white 2,DS,DS,2012,RPG,Game Freak,,Pokemon,pokemon.white.2|white.2
Pokemon X,pokemon x,3DS,3DS,2013,RPG,Game Freak,,Pokemon,pokemon.x|x
Pokemon Y,pokemon y,3DS,3DS,2013,RPG,Game Freak,,Pokemon,pokemon.y|y
Pokemon Omega Ruby,pokemon omega ruby,3DS,3DS,2014,RPG,Game Freak,,Pokemon,pokemon.omega.ruby|omega.ruby
Pokemon Alpha Sapphire,pokemon alpha sapphire,3DS,3DS,2014,RPG,Game Freak,,Pokemon,pokemon.alpha.sapphire|alpha.sapphire
Pokemon Sun,pokemon sun,3DS,3DS,2016,RPG,Game Freak,,Pokemon,pokemon.sun|sun
Pokemon Moon,pokemon moon,3DS,3DS,2016,RPG,Game Freak,,Pokemon,pokemon.moon|moon
Pokemon Ultra Sun,pokemon ultra sun,3DS,3DS,2017,RPG,Game Freak,,Pokemon,pokemon.ultra.sun|ultra.sun
Pokemon Ultra Moon,pokemon ultra moon,3DS,3DS,2017,RPG,Game Freak,,Pokemon,pokemon.ultra.moon|ultra.moon
Pokemon Mystery Dungeon DX,pokemon mystery dungeon dx,Switch,Switch,2020,Rogue-lite,Spike Chunsoft,PMD DX,Pokemon,pokemon.mystery.dungeon.dx|mystery.dungeon.dx|pmd.dx
Pokemon Mystery Dungeon Sky,pokemon mystery dungeon sky,DS,DS,2009,Rogue-lite,Chunsoft,PMD Sky,Pokemon,pokemon.mystery.dungeon.sky|mystery.dungeon.sky|explorers.of.sky|pmd.sky
Pokemon Mystery Dungeon Time,pokemon mystery dungeon time,DS,DS,2007,Rogue-lite,Chunsoft,PMD Time,Pokemon,pokemon.mystery.dungeon.time|mystery.dungeon.time|explorers.of.time|pmd.time
Pokemon Mystery Dungeon Darkness,pokemon mystery dungeon darkness,DS,DS,2007,Rogue-lite,Chunsoft,PMD Darkness,Pokemon,pokemon.mystery.dungeon.darkness|mystery.dungeon.darkness|explorers.of.darkness|pmd.darkness
Pokemon Mystery Dungeon Blue,pokemon mystery dungeon blue,GBA,GBA,2005,Rogue-lite,Chunsoft,PMD Blue,Pokemon,pokemon.mystery.dungeon.blue|mystery.dungeon.blue|blue.rescue.team|pmd.blue
Pokemon Mystery Dungeon Red,pokemon mystery dungeon red,GBA,GBA,2005,Rogue-lite,Chunsoft,PMD Red,Pokemon,pokemon.mystery.dungeon.red|mystery.dungeon.red|red.rescue.team|pmd.red
Pokemon Colosseum,pokemon colosseum,GC,GC,2003,RPG,Genius Sonority,,Pokemon,pokemon.colosseum|colosseum
Pokemon XD Gale of Darkness,pokemon xd gale of darkness,GC,GC,2005,RPG,Genius Sonority,Pokemon XD,Pokemon,pokemon.xd|pokemon.xd.gale.of.darkness|xd|gale.of.darkness
Pokemon Snap,pokemon snap,N64,N64,1999,Photography,HAL Laboratory,,Pokemon,pokemon.snap|snap
New Pokemon Snap,new pokemon snap,Switch,Switch,2021,Photography,Bandai Namco,Pokemon Snap 2,Pokemon,new.pokemon.snap|pokemon.snap.2|new.snap
Pokemon Stadium,pokemon stadium,N64,N64,1998,Strategy,Nintendo EAD,Stadium 1,Pokemon,pokemon.stadium|stadium|stadium.1
Pokemon Stadium 2,pokemon stadium 2,N64,N64,2000,Strategy,Nintendo EAD,,Pokemon,pokemon.stadium.2|stadium.2
Pokken Tournament,pokken tournament,Wii U,WiiU,2015,Fighting,Bandai Namco,,Pokemon,pokken.tournament|pokken
Pokken Tournament DX,pokken tournament dx,Switch,Switch,2017,Fighting,Bandai Namco,,Pokemon,pokken.tournament.dx|pokken.dx
Pokemon Unite,pokemon unite,Switch,Switch,2021,MOBA,TiMi Studio,,Pokemon,pokemon.unite|unite
Pokemon Cafe Mix,pokemon cafe mix,Switch,Switch,2020,Puzzle,Genius Sonority,,Pokemon,pokemon.cafe.mix|cafe.mix
Pokemon Shuffle,pokemon shuffle,3DS,3DS,2015,Puzzle,Genius Sonority,,Pokemon,pokemon.shuffle|shuffle
Pokemon Picross,pokemon picross,3DS,3DS,2015,Puzzle,Genius Sonority,,Pokemon,pokemon.picross|picross
Pokemon Rumble,pokemon rumble,Wii,Wii,2009,Action,Ambrella,Rumble Wii,Pokemon,pokemon.rumble|rumble
Pokemon Rumble Blast,pokemon rumble blast,3DS,3DS,2011,Action,Ambrella,Rumble 3DS,Pokemon,pokemon.rumble.blast|rumble.blast
Pokemon Rumble U,pokemon rumble u,Wii U,WiiU,2013,Action,Ambrella,Rumble U,Pokemon,pokemon.rumble.u|rumble.u
Pokemon Rumble Rush,pokemon rumble rush,Mobile,Mobile,2019,Action,Ambrella,Rumble Rush,Pokemon,pokemon.rumble.rush|rumble.rush
Pokemon Rumble World,pokemon rumble world,3DS,3DS,2015,Action,Ambrella,Rumble World,Pokemon,pokemon.rumble.world|rumble.world
Pokemon Conquest,pokemon conquest,DS,DS,2012,Strategy,Tecmo Koei,,Pokemon,pokemon.conquest|conquest
Pokemon Masters EX,pokemon masters ex,Mobile,Mobile,2019,RPG,DeNA,,Pokemon,pokemon.masters.ex|masters.ex|pokemon.masters
Pokemon Sleep,pokemon sleep,Mobile,Mobile,2023,Simulation,SELECT BUTTON,,Pokemon,pokemon.sleep|sleep
Pokemon GO,pokemon go,Mobile,Mobile,2016,AR,Niantic,,Pokemon,pokemon.go|pokemongo|go
Pokemon Trading Card Game,pokemon trading card game,GBC,GBC,1998,Card Game,Hudson,Pokemon TCG,Pokemon,pokemon.trading.card.game|pokemon.tcg|trading.card.game|tcg
Pokemon TCG Pocket,pokemon tcg pocket,Mobile,Mobile,2024,Card Game,Creatures Inc,Pokemon TCG Pocket,Pokemon,pokemon.tcg.pocket|tcg.pocket
Metroid Dread,metroid dread,Switch,Switch,2021,Metroidvania,MercurySteam,,Metroid,metroid.dread|dread
Metroid Prime 4,metroid prime 4,Switch,Switch,2025,FPS,Retro Studios,MP4,Metroid,metroid.prime.4|mp4|prime.4
Metroid Prime Remastered,metroid prime remastered,Switch,Switch,2023,FPS,Retro Studios,MP1 Remastered,Metroid,metroid.prime.remastered|prime.remastered|mp.remastered
Metroid Prime Trilogy,metroid prime trilogy,Wii,Wii,2009,FPS,Retro Studios,MPT,Metroid,metroid.prime.trilogy|prime.trilogy|mpt
Metroid Prime 3 Corruption,metroid prime 3 corruption,Wii,Wii,2007,FPS,Retro Studios,MP3,Metroid,metroid.prime.3|mp3|prime.3|metroid.prime.3.corruption
Metroid Prime 2 Echoes,metroid prime 2 echoes,GC,GC,2004,FPS,Retro Studios,MP2,Metroid,metroid.prime.2|mp2|prime.2|metroid.prime.2.echoes|echoes
Metroid Prime,metroid prime,GC,GC,2002,FPS,Retro Studios,MP1,Metroid,metroid.prime|mp|prime|metroid.prime.1|mp1
Metroid Samus Returns,metroid samus returns,3DS,3DS,2017,Metroidvania,MercurySteam,Samus Returns,Metroid,metroid.samus.returns|samus.returns
Metroid Other M,metroid other m,Wii,Wii,2010,Action,Team Ninja,Other M,Metroid,metroid.other.m|other.m
Metroid Fusion,metroid fusion,GBA,GBA,2002,Metroidvania,Nintendo R&D1,,Metroid,metroid.fusion|fusion
Super Metroid,super metroid,SNES,SNES,1994,Metroidvania,Nintendo R&D1,Metroid 3,Metroid,super.metroid|metroid.3|super.metroid.snes|metroid.snes|sm|smetroid
Metroid Zero Mission,metroid zero mission,GBA,GBA,2004,Metroidvania,Nintendo R&D1,Metroid 1 Remake,Metroid,metroid.zero.mission|zero.mission
Metroid 2 Return of Samus,metroid 2 return of samus,GB,GB,1991,Metroidvania,Nintendo R&D1,Metroid II,Metroid,metroid.2|metroid.ii|metroid.ii.return.of.samus|return.of.samus
Metroid,metroid,NES,NES,1986,Metroidvania,Nintendo R&D1,Metroid 1,Metroid,metroid|metroid.1|metroid.nes|m1|metroid1
Metroid II AM2R,metroid 2 am2r,PC,PC,2016,Metroidvania,DoctorM64,AM2R,Metroid,am2r|metroid.2.am2r
